date,tournament,team,opponent,goals,is_home,total_weight
2019-06-05,Friendly,United States,Jamaica,0,TRUE,0.04385974078759811
2019-06-05,UEFA Nations League,Portugal,Switzerland,3,TRUE,0.13157922236279435
2019-06-05,COSAFA Cup,Botswana,Lesotho,2,FALSE,0.08771948157519623
2019-06-05,COSAFA Cup,Zambia,Zimbabwe,0,FALSE,0.08771948157519623
2019-06-05,Friendly,Qatar,Brazil,0,FALSE,0.04385974078759811
2019-06-05,Kirin Challenge Cup,Trinidad and Tobago,Japan,0,FALSE,0.08771948157519623
2019-06-05,Friendly,Venezuela,Mexico,1,FALSE,0.04385974078759811
2019-06-05,Friendly,Honduras,Paraguay,1,FALSE,0.04385974078759811
2019-06-05,Friendly,Costa Rica,Peru,0,FALSE,0.04385974078759811
2019-06-05,Friendly,Jamaica,United States,1,FALSE,0.04385974078759811
2019-06-05,UEFA Nations League,Switzerland,Portugal,1,FALSE,0.13157922236279435
2019-06-06,Friendly,Bermuda,Guyana,1,TRUE,0.043901406121140664
2019-06-06,Friendly,Chile,Haiti,2,TRUE,0.043901406121140664
2019-06-06,Friendly,Taiwan,Nepal,1,TRUE,0.043901406121140664
2019-06-06,Friendly,Iran,Syria,5,TRUE,0.043901406121140664
2019-06-06,Friendly,Slovakia,Jordan,5,TRUE,0.043901406121140664
2019-06-06,Friendly,Tajikistan,Afghanistan,1,TRUE,0.043901406121140664
2019-06-06,UEFA Nations League,England,Netherlands,1,FALSE,0.131704218363422
2019-06-06,CONIFA European Football Cup,Abkhazia,Western Armenia,1,FALSE,0.08780281224228133
2019-06-06,CONIFA European Football Cup,South Ossetia,Chameria,0,FALSE,0.08780281224228133
2019-06-06,CONIFA European Football Cup,Padania,Sápmi,4,FALSE,0.08780281224228133
2019-06-06,CONIFA European Football Cup,Artsakh,Székely Land,2,TRUE,0.08780281224228133
2019-06-06,FIFA World Cup qualification,Bhutan,Guam,1,TRUE,0.2195070306057033
2019-06-06,FIFA World Cup qualification,Cambodia,Pakistan,2,TRUE,0.2195070306057033
2019-06-06,FIFA World Cup qualification,Laos,Bangladesh,0,TRUE,0.2195070306057033
2019-06-06,FIFA World Cup qualification,Macau,Sri Lanka,1,TRUE,0.2195070306057033
2019-06-06,FIFA World Cup qualification,Mongolia,Brunei,2,TRUE,0.2195070306057033
2019-06-06,Friendly,Guyana,Bermuda,0,FALSE,0.043901406121140664
2019-06-06,Friendly,Haiti,Chile,1,FALSE,0.043901406121140664
2019-06-06,Friendly,Nepal,Taiwan,1,FALSE,0.043901406121140664
2019-06-06,Friendly,Syria,Iran,0,FALSE,0.043901406121140664
2019-06-06,Friendly,Jordan,Slovakia,1,FALSE,0.043901406121140664
2019-06-06,Friendly,Afghanistan,Tajikistan,1,FALSE,0.043901406121140664
2019-06-06,UEFA Nations League,Netherlands,England,3,FALSE,0.131704218363422
2019-06-06,CONIFA European Football Cup,Western Armenia,Abkhazia,1,FALSE,0.08780281224228133
2019-06-06,CONIFA European Football Cup,Chameria,South Ossetia,0,FALSE,0.08780281224228133
2019-06-06,CONIFA European Football Cup,Sápmi,Padania,0,FALSE,0.08780281224228133
2019-06-06,CONIFA European Football Cup,Székely Land,Artsakh,1,FALSE,0.08780281224228133
2019-06-06,FIFA World Cup qualification,Guam,Bhutan,0,FALSE,0.2195070306057033
2019-06-06,FIFA World Cup qualification,Pakistan,Cambodia,0,FALSE,0.2195070306057033
2019-06-06,FIFA World Cup qualification,Bangladesh,Laos,1,FALSE,0.2195070306057033
2019-06-06,FIFA World Cup qualification,Sri Lanka,Macau,0,FALSE,0.2195070306057033
2019-06-06,FIFA World Cup qualification,Brunei,Mongolia,0,FALSE,0.2195070306057033
2019-06-07,UEFA Euro qualification,Czech Republic,Bulgaria,2,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Montenegro,Kosovo,1,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Lithuania,Luxembourg,1,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Ukraine,Serbia,5,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Georgia,Gibraltar,3,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Denmark,Republic of Ireland,1,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Faroe Islands,Spain,1,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Norway,Romania,2,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Sweden,Malta,3,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Austria,Slovenia,1,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,North Macedonia,Poland,0,TRUE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Latvia,Israel,0,TRUE,0.17577244414160373
2019-06-07,COSAFA Cup,Lesotho,Zimbabwe,2,FALSE,0.08788622207080186
2019-06-07,COSAFA Cup,South Africa,Malawi,0,TRUE,0.08788622207080186
2019-06-07,Friendly,Argentina,Nicaragua,5,TRUE,0.04394311103540093
2019-06-07,Friendly,China PR,Philippines,2,TRUE,0.04394311103540093
2019-06-07,Friendly,Fiji,Tahiti,1,FALSE,0.04394311103540093
2019-06-07,Friendly,Ivory Coast,Comoros,3,TRUE,0.04394311103540093
2019-06-07,Friendly,Kenya,Madagascar,1,TRUE,0.04394311103540093
2019-06-07,Friendly,South Korea,Australia,1,TRUE,0.04394311103540093
2019-06-07,Friendly,Tunisia,Iraq,2,TRUE,0.04394311103540093
2019-06-07,Friendly,Uruguay,Panama,3,TRUE,0.04394311103540093
2019-06-07,Friendly,Uzbekistan,North Korea,4,TRUE,0.04394311103540093
2019-06-07,FIFA World Cup qualification,Malaysia,Timor-Leste,7,TRUE,0.21971555517700467
2019-06-07,UEFA Euro qualification,Bulgaria,Czech Republic,1,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Kosovo,Montenegro,1,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Luxembourg,Lithuania,1,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Serbia,Ukraine,0,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Gibraltar,Georgia,0,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Republic of Ireland,Denmark,1,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Spain,Faroe Islands,4,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Romania,Norway,2,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Malta,Sweden,0,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Slovenia,Austria,0,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Poland,North Macedonia,1,FALSE,0.17577244414160373
2019-06-07,UEFA Euro qualification,Israel,Latvia,3,FALSE,0.17577244414160373
2019-06-07,COSAFA Cup,Zimbabwe,Lesotho,2,FALSE,0.08788622207080186
2019-06-07,COSAFA Cup,Malawi,South Africa,0,FALSE,0.08788622207080186
2019-06-07,Friendly,Nicaragua,Argentina,1,FALSE,0.04394311103540093
2019-06-07,Friendly,Philippines,China PR,0,FALSE,0.04394311103540093
2019-06-07,Friendly,Tahiti,Fiji,1,FALSE,0.04394311103540093
2019-06-07,Friendly,Comoros,Ivory Coast,1,FALSE,0.04394311103540093
2019-06-07,Friendly,Madagascar,Kenya,0,FALSE,0.04394311103540093
2019-06-07,Friendly,Australia,South Korea,0,FALSE,0.04394311103540093
2019-06-07,Friendly,Iraq,Tunisia,0,FALSE,0.04394311103540093
2019-06-07,Friendly,Panama,Uruguay,0,FALSE,0.04394311103540093
2019-06-07,Friendly,North Korea,Uzbekistan,0,FALSE,0.04394311103540093
2019-06-07,FIFA World Cup qualification,Timor-Leste,Malaysia,1,FALSE,0.21971555517700467
2019-06-08,UEFA Euro qualification,Estonia,Northern Ireland,1,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Belarus,Germany,0,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Croatia,Wales,2,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Azerbaijan,Hungary,1,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Iceland,Albania,1,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Moldova,Andorra,1,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Turkey,France,2,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Russia,San Marino,9,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Scotland,Cyprus,2,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Belgium,Kazakhstan,3,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Finland,Bosnia and Herzegovina,2,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Armenia,Liechtenstein,3,TRUE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Greece,Italy,0,TRUE,0.17593942227191725
2019-06-08,COSAFA Cup,Botswana,Zambia,0,FALSE,0.08796971113595863
2019-06-08,Friendly,Angola,Guinea-Bissau,2,TRUE,0.04398485556797931
2019-06-08,Friendly,Nigeria,Zimbabwe,0,TRUE,0.04398485556797931
2019-06-08,Friendly,Singapore,Solomon Islands,4,TRUE,0.04398485556797931
2019-06-08,CONIFA European Football Cup,Abkhazia,Chameria,0,FALSE,0.08796971113595863
2019-06-08,CONIFA European Football Cup,Sápmi,Székely Land,3,FALSE,0.08796971113595863
2019-06-08,CONIFA European Football Cup,Artsakh,Padania,2,TRUE,0.08796971113595863
2019-06-08,UEFA Euro qualification,Northern Ireland,Estonia,2,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Germany,Belarus,2,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Wales,Croatia,1,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Hungary,Azerbaijan,3,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Albania,Iceland,0,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Andorra,Moldova,0,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,France,Turkey,0,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,San Marino,Russia,0,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Cyprus,Scotland,1,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Kazakhstan,Belgium,0,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Bosnia and Herzegovina,Finland,0,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Liechtenstein,Armenia,0,FALSE,0.17593942227191725
2019-06-08,UEFA Euro qualification,Italy,Greece,3,FALSE,0.17593942227191725
2019-06-08,COSAFA Cup,Zambia,Botswana,1,FALSE,0.08796971113595863
2019-06-08,Friendly,Guinea-Bissau,Angola,0,FALSE,0.04398485556797931
2019-06-08,Friendly,Zimbabwe,Nigeria,0,FALSE,0.04398485556797931
2019-06-08,Friendly,Solomon Islands,Singapore,3,FALSE,0.04398485556797931
2019-06-08,CONIFA European Football Cup,Chameria,Abkhazia,0,FALSE,0.08796971113595863
2019-06-08,CONIFA European Football Cup,Székely Land,Sápmi,2,FALSE,0.08796971113595863
2019-06-08,CONIFA European Football Cup,Padania,Artsakh,0,FALSE,0.08796971113595863
2019-06-09,Friendly,Brazil,Honduras,7,TRUE,0.044026639756511936
2019-06-09,Friendly,Cameroon,Zambia,2,TRUE,0.044026639756511936
2019-06-09,Friendly,DR Congo,Burkina Faso,0,FALSE,0.044026639756511936
2019-06-09,Kirin Challenge Cup,Japan,El Salvador,2,TRUE,0.08805327951302387
2019-06-09,Friendly,Mexico,Ecuador,3,FALSE,0.044026639756511936
2019-06-09,Friendly,Paraguay,Guatemala,2,TRUE,0.044026639756511936
2019-06-09,Friendly,Peru,Colombia,0,TRUE,0.044026639756511936
2019-06-09,Friendly,Turkmenistan,Uganda,0,FALSE,0.044026639756511936
2019-06-09,Friendly,United States,Venezuela,0,TRUE,0.044026639756511936
2019-06-09,UEFA Nations League,Switzerland,England,0,FALSE,0.1320799192695358
2019-06-09,UEFA Nations League,Portugal,Netherlands,1,TRUE,0.1320799192695358
2019-06-09,CONIFA European Football Cup,Western Armenia,South Ossetia,0,FALSE,0.08805327951302387
2019-06-09,Friendly,Honduras,Brazil,0,FALSE,0.044026639756511936
2019-06-09,Friendly,Zambia,Cameroon,1,FALSE,0.044026639756511936
2019-06-09,Friendly,Burkina Faso,DR Congo,0,FALSE,0.044026639756511936
2019-06-09,Kirin Challenge Cup,El Salvador,Japan,0,FALSE,0.08805327951302387
2019-06-09,Friendly,Ecuador,Mexico,2,FALSE,0.044026639756511936
2019-06-09,Friendly,Guatemala,Paraguay,0,FALSE,0.044026639756511936
2019-06-09,Friendly,Colombia,Peru,3,FALSE,0.044026639756511936
2019-06-09,Friendly,Uganda,Turkmenistan,0,FALSE,0.044026639756511936
2019-06-09,Friendly,Venezuela,United States,3,FALSE,0.044026639756511936
2019-06-09,UEFA Nations League,England,Switzerland,0,FALSE,0.1320799192695358
2019-06-09,UEFA Nations League,Netherlands,Portugal,0,FALSE,0.1320799192695358
2019-06-09,CONIFA European Football Cup,South Ossetia,Western Armenia,1,FALSE,0.08805327951302387
2019-06-10,UEFA Euro qualification,Czech Republic,Montenegro,3,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Bulgaria,Kosovo,2,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Serbia,Lithuania,4,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Ukraine,Luxembourg,1,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Republic of Ireland,Gibraltar,2,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Denmark,Georgia,5,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Faroe Islands,Norway,0,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Malta,Romania,0,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Spain,Sweden,3,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,North Macedonia,Austria,1,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Poland,Israel,4,TRUE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Latvia,Slovenia,0,TRUE,0.17627385455468264
2019-06-10,Friendly,Vanuatu,Fiji,0,TRUE,0.04406846363867066
2019-06-10,UEFA Euro qualification,Montenegro,Czech Republic,0,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Kosovo,Bulgaria,3,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Lithuania,Serbia,1,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Luxembourg,Ukraine,0,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Gibraltar,Republic of Ireland,0,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Georgia,Denmark,1,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Norway,Faroe Islands,2,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Romania,Malta,4,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Sweden,Spain,0,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Austria,North Macedonia,4,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Israel,Poland,0,FALSE,0.17627385455468264
2019-06-10,UEFA Euro qualification,Slovenia,Latvia,5,FALSE,0.17627385455468264
2019-06-10,Friendly,Fiji,Vanuatu,0,FALSE,0.04406846363867066
2019-06-11,UEFA Euro qualification,Germany,Estonia,8,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Belarus,Northern Ireland,0,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Azerbaijan,Slovakia,1,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Hungary,Wales,1,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Iceland,Turkey,2,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Albania,Moldova,2,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Andorra,France,0,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Kazakhstan,San Marino,4,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Belgium,Scotland,3,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Russia,Cyprus,1,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Italy,Bosnia and Herzegovina,2,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Liechtenstein,Finland,0,TRUE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Greece,Armenia,2,TRUE,0.17644130900865262
2019-06-11,Friendly,Algeria,Burundi,1,FALSE,0.044110327252163156
2019-06-11,Friendly,Benin,Guinea,1,FALSE,0.044110327252163156
2019-06-11,Friendly,China PR,Tajikistan,1,TRUE,0.044110327252163156
2019-06-11,Friendly,Croatia,Tunisia,1,TRUE,0.044110327252163156
2019-06-11,Friendly,Hong Kong,Taiwan,0,TRUE,0.044110327252163156
2019-06-11,Friendly,Jordan,Indonesia,4,TRUE,0.044110327252163156
2019-06-11,Friendly,South Korea,Iran,1,TRUE,0.044110327252163156
2019-06-11,Friendly,Kyrgyzstan,Palestine,2,TRUE,0.044110327252163156
2019-06-11,Friendly,Singapore,Myanmar,1,TRUE,0.044110327252163156
2019-06-11,Friendly,Uzbekistan,Syria,2,TRUE,0.044110327252163156
2019-06-11,FIFA World Cup qualification,Bangladesh,Laos,0,TRUE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Brunei,Mongolia,2,TRUE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Guam,Bhutan,5,TRUE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Pakistan,Cambodia,1,FALSE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Sri Lanka,Macau,3,TRUE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Malaysia,Timor-Leste,5,TRUE,0.22055163626081578
2019-06-11,UEFA Euro qualification,Estonia,Germany,0,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Northern Ireland,Belarus,1,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Slovakia,Azerbaijan,5,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Wales,Hungary,0,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Turkey,Iceland,1,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Moldova,Albania,0,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,France,Andorra,4,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,San Marino,Kazakhstan,0,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Scotland,Belgium,0,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Cyprus,Russia,0,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Bosnia and Herzegovina,Italy,1,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Finland,Liechtenstein,2,FALSE,0.17644130900865262
2019-06-11,UEFA Euro qualification,Armenia,Greece,3,FALSE,0.17644130900865262
2019-06-11,Friendly,Burundi,Algeria,1,FALSE,0.044110327252163156
2019-06-11,Friendly,Guinea,Benin,0,FALSE,0.044110327252163156
2019-06-11,Friendly,Tajikistan,China PR,0,FALSE,0.044110327252163156
2019-06-11,Friendly,Tunisia,Croatia,2,FALSE,0.044110327252163156
2019-06-11,Friendly,Taiwan,Hong Kong,2,FALSE,0.044110327252163156
2019-06-11,Friendly,Indonesia,Jordan,1,FALSE,0.044110327252163156
2019-06-11,Friendly,Iran,South Korea,1,FALSE,0.044110327252163156
2019-06-11,Friendly,Palestine,Kyrgyzstan,2,FALSE,0.044110327252163156
2019-06-11,Friendly,Myanmar,Singapore,2,FALSE,0.044110327252163156
2019-06-11,Friendly,Syria,Uzbekistan,0,FALSE,0.044110327252163156
2019-06-11,FIFA World Cup qualification,Laos,Bangladesh,0,FALSE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Mongolia,Brunei,1,FALSE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Bhutan,Guam,0,FALSE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Cambodia,Pakistan,2,FALSE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Macau,Sri Lanka,0,FALSE,0.22055163626081578
2019-06-11,FIFA World Cup qualification,Timor-Leste,Malaysia,1,FALSE,0.22055163626081578
2019-06-12,Friendly,Morocco,Gambia,0,TRUE,0.0441522306347329
2019-06-12,Friendly,Ynys Môn,Saint Helena,7,TRUE,0.0441522306347329
2019-06-12,Friendly,Gambia,Morocco,1,FALSE,0.0441522306347329
2019-06-12,Friendly,Saint Helena,Ynys Môn,2,FALSE,0.0441522306347329
2019-06-13,Friendly,Egypt,Tanzania,1,TRUE,0.04419417382415922
2019-06-13,Friendly,Tanzania,Egypt,0,FALSE,0.04419417382415922
2019-06-14,Friendly,Cameroon,Mali,1,FALSE,0.04423615685825736
2019-06-14,Friendly,Madagascar,Mauritania,1,FALSE,0.04423615685825736
2019-06-14,Copa América,Brazil,Bolivia,3,TRUE,0.26541694114954417
2019-06-14,Friendly,Mali,Cameroon,1,FALSE,0.04423615685825736
2019-06-14,Friendly,Mauritania,Madagascar,3,FALSE,0.04423615685825736
2019-06-14,Copa América,Bolivia,Brazil,0,FALSE,0.26541694114954417
2019-06-15,Copa América,Venezuela,Peru,0,FALSE,0.2656690786492707
2019-06-15,Copa América,Argentina,Colombia,0,FALSE,0.2656690786492707
2019-06-15,Gold Cup,Canada,Martinique,4,FALSE,0.2656690786492707
2019-06-15,Gold Cup,Mexico,Cuba,7,FALSE,0.2656690786492707
2019-06-15,Friendly,Ghana,South Africa,0,FALSE,0.044278179774878454
2019-06-15,Friendly,Indonesia,Vanuatu,6,TRUE,0.044278179774878454
2019-06-15,Friendly,Ivory Coast,Uganda,0,FALSE,0.044278179774878454
2019-06-15,Friendly,Kenya,DR Congo,1,FALSE,0.044278179774878454
2019-06-15,Friendly,Tanzania,Zimbabwe,1,FALSE,0.044278179774878454
2019-06-15,Copa América,Peru,Venezuela,0,FALSE,0.2656690786492707
2019-06-15,Copa América,Colombia,Argentina,2,FALSE,0.2656690786492707
2019-06-15,Gold Cup,Martinique,Canada,0,FALSE,0.2656690786492707
2019-06-15,Gold Cup,Cuba,Mexico,0,FALSE,0.2656690786492707
2019-06-15,Friendly,South Africa,Ghana,0,FALSE,0.044278179774878454
